,Airline,Source,Destination,Duration,Total_Stops,Price,Day_of_Journey,Month_of_Journey,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute
8492,IndiGo,Banglore,New Delhi,170,0.0,4777,21,3,10,10,13,0
8493,Jet Airways,Delhi,Cochin,550,1.0,16289,9,3,19,15,4,25
8494,Jet Airways,Kolkata,Banglore,585,1.0,12681,1,4,18,55,4,40
8495,IndiGo,Banglore,Delhi,175,0.0,4823,27,4,18,25,21,20
8496,Jet Airways,Delhi,Cochin,1615,2.0,13014,9,6,9,40,12,35
8497,Jet Airways,Delhi,Cochin,715,1.0,5406,6,4,7,5,19,0
8498,Multiple carriers,Delhi,Cochin,690,1.0,9315,15,5,7,30,19,0
8499,Air India,Delhi,Cochin,1255,1.0,7480,9,5,12,30,9,25
8500,Jet Airways,Banglore,New Delhi,305,1.0,14815,18,3,14,5,19,10
8501,Air India,Kolkata,Banglore,1185,1.0,12173,24,3,20,30,16,15
8502,Air India,Banglore,New Delhi,1075,2.0,7664,15,3,5,50,23,45
8503,Air India,Delhi,Cochin,1560,2.0,12777,6,6,17,15,19,15
8504,Multiple carriers,Delhi,Cochin,705,1.0,8837,27,5,7,30,19,15
8505,Jet Airways,Kolkata,Banglore,775,1.0,10844,1,5,21,10,10,5
8506,Jet Airways,Kolkata,Banglore,800,1.0,14571,24,5,6,30,19,50
8507,IndiGo,Delhi,Cochin,810,1.0,6093,15,6,7,30,21,0
8508,IndiGo,Delhi,Cochin,455,1.0,7514,6,3,8,35,16,10
8509,IndiGo,Delhi,Cochin,195,0.0,6015,18,5,14,25,17,40
8510,Jet Airways,Delhi,Cochin,1105,1.0,12898,21,5,10,0,4,25
8511,Air India,Delhi,Cochin,1455,1.0,8792,1,6,19,0,19,15
8512,IndiGo,Banglore,Delhi,170,0.0,4823,15,5,8,30,11,20
8513,SpiceJet,Banglore,Delhi,160,0.0,3919,1,4,5,55,8,35
8514,IndiGo,Chennai,Kolkata,140,0.0,3597,1,5,13,15,15,35
8515,SpiceJet,Mumbai,Hyderabad,90,0.0,2017,21,5,5,45,7,15
8516,Air Asia,Banglore,Delhi,170,0.0,3383,27,6,23,55,2,45
8517,SpiceJet,Mumbai,Hyderabad,90,0.0,1965,18,6,22,45,0,15
8518,Jet Airways,Delhi,Cochin,620,1.0,10262,24,6,2,15,12,35
8519,Jet Airways,Delhi,Cochin,745,1.0,17234,3,3,16,0,4,25
8520,Jet Airways,Kolkata,Banglore,520,1.0,14178,9,6,20,0,4,40
8521,IndiGo,Delhi,Cochin,325,1.0,5636,3,6,2,0,7,25
8522,IndiGo,Banglore,Delhi,175,0.0,4823,15,4,18,55,21,50
8523,Air India,Delhi,Cochin,1255,1.0,7480,21,5,12,30,9,25
8524,Jet Airways,Kolkata,Banglore,1285,1.0,14571,9,6,18,55,16,20
8525,IndiGo,Mumbai,Hyderabad,90,0.0,13999,1,3,9,10,10,40
8526,Jet Airways,Kolkata,Banglore,1480,1.0,14151,18,5,20,25,21,5
8527,Air India,Banglore,Delhi,170,0.0,6121,1,5,21,5,23,55
8528,SpiceJet,Chennai,Kolkata,135,0.0,3543,24,5,8,20,10,35
8529,Air India,Delhi,Cochin,1410,2.0,10651,18,5,19,45,19,15
8530,Jet Airways,Delhi,Cochin,1760,2.0,15129,21,5,23,5,4,25
8531,IndiGo,Delhi,Cochin,315,1.0,6582,24,6,7,15,12,30
8532,Jet Airways,Delhi,Cochin,425,2.0,15544,27,5,5,30,12,35
8533,IndiGo,Delhi,Cochin,420,1.0,8574,27,3,18,35,1,35
8534,IndiGo,Mumbai,Hyderabad,90,0.0,4784,9,3,2,30,4,0
8535,IndiGo,Delhi,Cochin,425,1.0,6818,3,6,5,5,12,10
8536,Jet Airways,Banglore,New Delhi,1165,1.0,25735,1,3,14,5,9,30
8537,Jet Airways,Delhi,Cochin,1775,2.0,9483,9,4,13,25,19,0
8538,Jet Airways,Delhi,Cochin,1025,2.0,10368,24,6,19,30,12,35
8539,Multiple carriers,Delhi,Cochin,720,1.0,8073,15,5,9,0,21,0
8540,IndiGo,Kolkata,Banglore,165,0.0,4778,1,3,22,10,0,55
8541,Jet Airways,Kolkata,Banglore,520,1.0,13941,18,5,20,0,4,40
8542,Jet Airways,Kolkata,Banglore,365,1.0,10844,1,5,16,30,22,35
8543,Jet Airways,Kolkata,Banglore,800,1.0,10844,9,5,6,30,19,50
8544,SpiceJet,Kolkata,Banglore,145,0.0,3841,24,5,9,0,11,25
8545,Jet Airways,Kolkata,Banglore,590,1.0,10844,15,5,6,30,16,20
8546,Jet Airways,Delhi,Cochin,820,2.0,8728,27,3,5,10,18,50
8547,Jet Airways,Kolkata,Banglore,1080,1.0,11467,1,5,20,25,14,25
8548,Multiple carriers,Delhi,Cochin,390,1.0,15078,6,3,9,0,15,30
8549,Multiple carriers,Delhi,Cochin,510,1.0,7198,6,6,17,0,1,30
8550,Air India,Delhi,Cochin,640,1.0,8372,24,6,21,0,7,40
8551,Multiple carriers,Delhi,Cochin,570,1.0,7308,27,5,16,0,1,30
8552,SpiceJet,Delhi,Cochin,270,1.0,4414,27,3,8,45,13,15
8553,IndiGo,Kolkata,Banglore,150,0.0,5224,18,4,14,25,16,55
8554,Jet Airways,Banglore,New Delhi,625,1.0,7832,21,3,5,45,16,10
8555,IndiGo,Banglore,New Delhi,165,0.0,6860,9,3,1,30,4,15
8556,Multiple carriers,Delhi,Cochin,755,1.0,15136,6,3,13,0,1,35
8557,Jet Airways,Delhi,Cochin,1665,1.0,5963,27,3,16,0,19,45
8558,Air India,Delhi,Cochin,1305,2.0,8665,27,3,21,30,19,15
8559,Jet Airways,Delhi,Cochin,1760,2.0,15129,21,5,23,5,4,25
8560,SpiceJet,Kolkata,Banglore,150,0.0,3841,18,5,17,10,19,40
8561,Multiple carriers,Delhi,Cochin,930,1.0,13377,9,6,10,0,1,30
8562,Jet Airways,Delhi,Cochin,1380,2.0,16914,9,3,5,25,4,25
8563,Jet Airways,Delhi,Cochin,1005,1.0,10262,9,6,2,15,19,0
8564,IndiGo,Kolkata,Banglore,280,1.0,5386,9,5,17,35,22,15
8565,Jet Airways,Kolkata,Banglore,450,1.0,14388,15,5,21,10,4,40
8566,Jet Airways,Delhi,Cochin,810,2.0,15129,27,5,5,30,19,0
8567,IndiGo,Delhi,Cochin,635,1.0,6442,15,5,11,55,22,30
8568,Jet Airways,Delhi,Cochin,1025,2.0,10368,3,6,19,30,12,35
8569,Jet Airways,Delhi,Cochin,1670,1.0,12767,21,3,15,0,18,50
8570,Jet Airways,Delhi,Cochin,805,1.0,10262,6,6,15,0,4,25
8571,Multiple carriers,Delhi,Cochin,780,1.0,7408,12,6,8,0,21,0
8572,Multiple carriers,Delhi,Cochin,660,1.0,13587,27,6,10,0,21,0
8573,Air India,Kolkata,Banglore,905,1.0,8891,15,5,16,50,7,55
8574,IndiGo,Delhi,Cochin,895,1.0,5883,6,6,10,35,1,30
8575,Jet Airways,Delhi,Cochin,1415,1.0,10262,27,6,13,0,12,35
8576,Jet Airways,Kolkata,Banglore,1415,1.0,10844,9,6,21,10,20,45
8577,Jet Airways,Kolkata,Banglore,800,1.0,14781,9,5,6,30,19,50
8578,IndiGo,Chennai,Kolkata,145,0.0,6297,15,3,14,40,17,5
8579,Air Asia,Kolkata,Banglore,150,0.0,4409,12,5,22,50,1,20
8580,Air India,Delhi,Cochin,500,2.0,12383,9,6,10,55,19,15
8581,SpiceJet,Mumbai,Hyderabad,90,0.0,2017,3,5,13,15,14,45
8582,Air India,Mumbai,Hyderabad,850,1.0,12308,6,3,19,0,9,10
8583,SpiceJet,Chennai,Kolkata,140,0.0,3384,18,3,17,45,20,5
8584,Jet Airways,Banglore,New Delhi,435,1.0,9134,15,3,8,55,16,10
8585,IndiGo,Delhi,Cochin,325,1.0,7464,18,5,2,0,7,25
8586,Multiple carriers,Delhi,Cochin,540,1.0,6093,27,4,7,10,16,10
8587,Multiple carriers,Delhi,Cochin,890,1.0,15237,3,3,4,0,18,50
8588,Jet Airways,Mumbai,Hyderabad,85,0.0,4995,1,5,7,5,8,30
8589,Air India,Delhi,Cochin,180,0.0,6934,24,5,14,10,17,10
8590,Jet Airways,Kolkata,Banglore,775,1.0,13784,1,4,21,10,10,5
8591,Air Asia,Kolkata,Banglore,155,0.0,4409,15,6,10,20,12,55
8592,Multiple carriers,Delhi,Cochin,375,1.0,15898,27,5,13,0,19,15
8593,Air India,Delhi,Cochin,1560,2.0,11989,21,5,17,15,19,15
8594,SpiceJet,Mumbai,Hyderabad,90,0.0,2017,3,6,13,15,14,45
8595,Multiple carriers,Delhi,Cochin,845,1.0,11098,1,6,4,55,19,0
8596,IndiGo,Delhi,Cochin,480,1.0,6794,21,5,17,30,1,30
8597,Jet Airways,Kolkata,Banglore,730,1.0,10844,1,5,21,10,9,20
8598,Multiple carriers,Delhi,Cochin,630,2.0,34608,9,3,15,5,1,35
8599,Air India,Delhi,Cochin,180,0.0,6094,15,5,14,10,17,10
8600,IndiGo,Kolkata,Banglore,315,1.0,4565,9,5,15,15,20,30
8601,Air India,Delhi,Cochin,2280,3.0,10493,27,5,5,15,19,15
8602,Air India,Delhi,Cochin,1410,2.0,9653,27,6,19,45,19,15
8603,Air India,Banglore,New Delhi,1670,2.0,12305,18,3,6,45,10,35
8604,Air India,Banglore,Delhi,165,0.0,6961,15,5,10,0,12,45
8605,Multiple carriers,Delhi,Cochin,395,1.0,9794,15,5,6,0,12,35
8606,Multiple carriers,Delhi,Cochin,480,1.0,13377,27,5,17,30,1,30
8607,Jet Airways,Delhi,Cochin,1005,1.0,12898,27,5,2,15,19,0
8608,Multiple carriers,Delhi,Cochin,470,1.0,7155,27,6,11,25,19,15
8609,Multiple carriers,Delhi,Cochin,630,1.0,13377,24,6,15,0,1,30
8610,Vistara,Banglore,Delhi,170,0.0,4668,3,5,11,30,14,20
8611,IndiGo,Banglore,New Delhi,290,1.0,8110,1,3,7,30,12,20
8612,Jet Airways,Banglore,Delhi,180,0.0,4544,6,4,8,20,11,20
8613,Air India,Delhi,Cochin,1595,2.0,9653,27,6,16,40,19,15
8614,Jet Airways,Kolkata,Banglore,590,1.0,14781,1,5,8,25,18,15
8615,Vistara Premium economy,Banglore,Delhi,170,0.0,5969,6,4,11,30,14,20
8616,SpiceJet,Mumbai,Hyderabad,90,0.0,2017,3,4,13,15,14,45
8617,Jet Airways,Kolkata,Banglore,395,1.0,14151,6,6,17,0,23,35
8618,Jet Airways,Kolkata,Banglore,730,1.0,13731,9,6,16,30,4,40
8619,Jet Airways,Delhi,Cochin,590,1.0,15400,3,3,9,0,18,50
8620,Jet Airways,Kolkata,Banglore,1520,1.0,8066,9,5,9,35,10,55
8621,Jet Airways,Delhi,Cochin,2230,2.0,21314,3,3,5,40,18,50
8622,Air India,Banglore,New Delhi,700,1.0,14069,1,3,11,5,22,45
8623,Jet Airways,Mumbai,Hyderabad,90,0.0,2470,15,3,15,50,17,20
8624,IndiGo,Kolkata,Banglore,155,0.0,4804,24,4,20,20,22,55
8625,Air India,Banglore,New Delhi,425,1.0,9029,15,3,5,50,12,55
8626,IndiGo,Kolkata,Banglore,155,0.0,4804,12,5,4,40,7,15
8627,Jet Airways,Delhi,Cochin,1195,2.0,15129,9,5,23,5,19,0
8628,IndiGo,Mumbai,Hyderabad,85,0.0,2754,24,3,19,5,20,30
8629,Jet Airways,Kolkata,Banglore,665,1.0,13364,1,4,21,10,8,15
8630,IndiGo,Kolkata,Banglore,280,1.0,6933,24,3,17,35,22,15
8631,Jet Airways,Delhi,Cochin,810,2.0,15129,18,5,23,5,12,35
8632,Multiple carriers,Delhi,Cochin,455,1.0,11200,9,6,11,25,19,0
8633,Jet Airways,Mumbai,Hyderabad,85,0.0,3210,15,5,2,55,4,20
8634,Jet Airways,Mumbai,Hyderabad,90,0.0,8040,18,6,10,20,11,50
8635,Jet Airways,Delhi,Cochin,830,2.0,10919,12,6,14,35,4,25
8636,IndiGo,Delhi,Cochin,515,1.0,6442,27,6,7,35,16,10
8637,IndiGo,Delhi,Cochin,195,0.0,4729,1,4,14,20,17,35
8638,IndiGo,Delhi,Cochin,625,1.0,6442,6,3,11,55,22,20
8639,SpiceJet,Kolkata,Banglore,140,0.0,3841,12,6,22,20,0,40
8640,Air India,Delhi,Cochin,1410,2.0,10441,3,6,19,45,19,15
8641,Multiple carriers,Delhi,Cochin,660,1.0,13587,1,6,10,0,21,0
8642,Jet Airways,Kolkata,Banglore,1080,1.0,11467,15,5,20,25,14,25
8643,IndiGo,Chennai,Kolkata,135,0.0,7295,3,3,13,20,15,35
8644,SpiceJet,Chennai,Kolkata,135,0.0,3597,1,5,9,45,12,0
8645,Multiple carriers,Delhi,Cochin,755,1.0,7787,9,5,6,40,19,15
8646,IndiGo,Delhi,Cochin,860,1.0,14871,6,3,6,40,21,0
8647,IndiGo,Chennai,Kolkata,165,0.0,3540,15,6,15,40,18,25
8648,IndiGo,Delhi,Cochin,940,1.0,6442,1,6,6,50,22,30
8649,Air Asia,Banglore,Delhi,165,0.0,3383,24,6,11,10,13,55
8650,Air Asia,Kolkata,Banglore,150,0.0,4409,18,4,22,50,1,20
8651,IndiGo,Chennai,Kolkata,140,0.0,3850,9,5,7,55,10,15
8652,Multiple carriers,Delhi,Cochin,555,1.0,8018,24,6,13,15,22,30
8653,Jet Airways,Kolkata,Banglore,1120,1.0,11467,1,4,20,25,15,5
8654,Vistara,Banglore,Delhi,170,0.0,4668,6,6,11,30,14,20
8655,Jet Airways,Delhi,Cochin,1525,2.0,13922,24,6,17,35,19,0
8656,Air India,Mumbai,Hyderabad,80,0.0,3625,6,5,6,20,7,40
8657,Air Asia,Kolkata,Banglore,150,0.0,5989,18,5,19,55,22,25
8658,IndiGo,Banglore,Delhi,170,0.0,4423,21,4,4,0,6,50
8659,Jet Airways,Delhi,Cochin,195,0.0,9564,18,6,9,50,13,5
8660,Jet Airways,Kolkata,Banglore,1545,1.0,8529,12,6,16,30,18,15
8661,Air India,Kolkata,Banglore,155,0.0,4145,6,6,20,45,23,20
8662,IndiGo,Kolkata,Banglore,155,0.0,4804,3,5,17,15,19,50
8663,IndiGo,Delhi,Cochin,490,1.0,6938,1,6,14,20,22,30
8664,Jet Airways,Banglore,New Delhi,1420,1.0,14815,6,3,8,0,7,40
8665,Multiple carriers,Delhi,Cochin,705,1.0,15077,6,3,7,30,19,15
8666,Jet Airways,Delhi,Cochin,560,2.0,13014,15,6,9,40,19,0
8667,Air India,Kolkata,Banglore,875,2.0,11201,9,6,5,50,20,25
8668,Jet Airways,Kolkata,Banglore,1295,1.0,12692,6,6,20,25,18,0
8669,Multiple carriers,Delhi,Cochin,385,1.0,9646,1,6,9,45,16,10
8670,Jet Airways,Delhi,Cochin,335,1.0,16079,24,5,22,50,4,25
8671,Air India,Kolkata,Banglore,1555,2.0,6117,15,5,9,10,11,5
8672,Multiple carriers,Delhi,Cochin,615,1.0,6795,9,6,15,15,1,30
8673,Air India,Mumbai,Hyderabad,80,0.0,3100,1,6,21,5,22,25
8674,Jet Airways,Delhi,Cochin,620,1.0,15851,9,5,2,15,12,35
8675,Vistara,Chennai,Kolkata,135,0.0,3687,6,6,7,5,9,20
8676,IndiGo,Banglore,Delhi,180,0.0,4990,12,4,16,55,19,55
8677,Jet Airways,Delhi,Cochin,1425,1.0,15554,9,5,19,15,19,0
8678,Multiple carriers,Delhi,Cochin,795,1.0,9526,15,6,6,0,19,15
8679,IndiGo,Delhi,Cochin,195,0.0,6015,18,5,5,35,8,50
8680,Air India,Kolkata,Banglore,590,2.0,10676,1,5,12,0,21,50
8681,Jet Airways,Delhi,Cochin,1100,1.0,12898,27,5,18,15,12,35
8682,Jet Airways,Delhi,Cochin,1760,2.0,15129,27,5,23,5,4,25
8683,Multiple carriers,Delhi,Cochin,465,1.0,13378,21,3,11,30,19,15
8684,SpiceJet,Kolkata,Banglore,145,0.0,4174,1,6,9,0,11,25
8685,Multiple carriers,Delhi,Cochin,455,1.0,9103,21,5,11,25,19,0
8686,IndiGo,Chennai,Kolkata,140,0.0,3850,9,6,7,55,10,15
8687,Vistara,Delhi,Cochin,190,0.0,6216,9,6,14,40,17,50
8688,Vistara,Kolkata,Banglore,385,1.0,8610,1,4,17,0,23,25
8689,Jet Airways,Kolkata,Banglore,1005,1.0,10539,6,6,17,0,9,45
8690,IndiGo,Delhi,Cochin,625,1.0,6674,9,3,11,55,22,20
8691,Multiple carriers,Delhi,Cochin,780,1.0,7618,24,6,8,0,21,0
8692,IndiGo,Banglore,Delhi,175,0.0,3943,21,4,0,30,3,25
8693,Vistara,Banglore,New Delhi,155,0.0,11913,24,3,16,0,18,35
8694,IndiGo,Banglore,New Delhi,170,0.0,6860,9,3,18,55,21,45
8695,Jet Airways,Delhi,Cochin,810,2.0,13292,12,6,5,30,19,0
8696,Multiple carriers,Delhi,Cochin,795,1.0,17057,6,3,2,15,15,30
8697,Jet Airways,Delhi,Cochin,810,2.0,13014,27,6,5,30,19,0
8698,Air India,Delhi,Cochin,2170,2.0,11552,3,3,7,5,19,15
8699,IndiGo,Chennai,Kolkata,145,0.0,6297,12,3,11,35,14,0
8700,IndiGo,Chennai,Kolkata,145,0.0,4332,24,3,11,35,14,0
8701,Air India,Delhi,Cochin,170,0.0,5674,21,3,5,10,8,0
8702,Multiple carriers,Delhi,Cochin,730,1.0,10711,21,5,7,5,19,15
8703,Jet Airways,Kolkata,Banglore,505,1.0,11467,1,4,9,35,18,0
8704,Air India,Kolkata,Banglore,1335,2.0,12434,6,5,16,50,15,5
8705,Air India,Delhi,Cochin,185,0.0,5201,24,6,18,5,21,10
8706,Vistara,Banglore,Delhi,155,0.0,4878,18,5,17,0,19,35
8707,Jet Airways,Delhi,Cochin,1375,2.0,13014,6,6,5,30,4,25
8708,SpiceJet,Chennai,Kolkata,135,0.0,3597,6,6,8,20,10,35
8709,Air India,Banglore,New Delhi,1580,2.0,12599,3,3,8,50,11,10
8710,Jet Airways,Kolkata,Banglore,1660,1.0,10844,24,5,18,55,22,35
8711,Jet Airways,Delhi,Cochin,1005,1.0,12898,21,5,2,15,19,0
8712,IndiGo,Banglore,Delhi,170,0.0,3943,21,6,13,0,15,50
8713,Multiple carriers,Delhi,Cochin,750,1.0,7198,12,6,13,0,1,30
8714,SpiceJet,Kolkata,Banglore,315,1.0,4963,18,5,15,5,20,20
8715,IndiGo,Banglore,New Delhi,170,0.0,12649,1,3,16,55,19,45
8716,Multiple carriers,Delhi,Cochin,450,1.0,17267,6,3,8,0,15,30
8717,Jet Airways,Delhi,Cochin,715,1.0,12373,9,5,7,5,19,0
8718,Jet Airways,Banglore,New Delhi,785,1.0,13502,3,3,11,40,0,45
8719,Multiple carriers,Delhi,Cochin,440,1.0,11622,21,3,11,30,18,50
8720,SpiceJet,Kolkata,Banglore,140,0.0,5515,3,3,22,20,0,40
8721,Jet Airways,Kolkata,Banglore,1080,1.0,9314,15,5,20,25,14,25
8722,Multiple carriers,Delhi,Cochin,520,1.0,11789,3,6,10,20,19,0
8723,IndiGo,Banglore,Delhi,170,0.0,4823,6,4,20,0,22,50
8724,Air India,Delhi,Cochin,1210,2.0,10467,3,6,13,15,9,25
8725,Multiple carriers,Delhi,Cochin,480,1.0,7408,3,6,13,0,21,0
8726,Air India,Delhi,Cochin,1640,1.0,7480,15,6,6,5,9,25
8727,SpiceJet,Kolkata,Banglore,140,0.0,3841,24,4,22,20,0,40
8728,SpiceJet,Chennai,Kolkata,140,0.0,3543,18,5,17,45,20,5
8729,Air India,Delhi,Cochin,2280,3.0,10493,24,6,5,15,19,15
8730,Multiple carriers,Delhi,Cochin,455,1.0,9103,27,5,11,25,19,0
8731,Jet Airways,Kolkata,Banglore,345,1.0,10844,6,5,14,5,19,50
8732,IndiGo,Banglore,Delhi,170,0.0,4823,9,6,20,0,22,50
8733,Air Asia,Banglore,New Delhi,165,0.0,4482,24,3,23,25,2,10
8734,Jet Airways,Kolkata,Banglore,1655,1.0,8529,12,6,6,30,10,5
8735,Air India,Delhi,Cochin,180,0.0,7931,3,3,14,10,17,10
8736,Jet Airways,Kolkata,Banglore,865,1.0,9663,18,5,18,55,9,20
8737,Jet Airways,Delhi,Cochin,560,2.0,10368,1,6,9,40,19,0
8738,Air India,Kolkata,Banglore,590,2.0,10151,18,5,12,0,21,50
8739,SpiceJet,Chennai,Kolkata,140,0.0,3543,27,5,17,45,20,5
8740,Multiple carriers,Delhi,Cochin,390,1.0,7530,1,6,19,0,1,30
8741,Multiple carriers,Delhi,Cochin,455,1.0,6805,9,5,14,55,22,30
8742,GoAir,Banglore,Delhi,175,0.0,3419,18,6,7,45,10,40
8743,Air Asia,Banglore,Delhi,170,0.0,7120,9,6,23,55,2,45
8744,Jet Airways,Kolkata,Banglore,1075,1.0,14151,21,5,17,0,10,55
8745,Air India,Mumbai,Hyderabad,80,0.0,3100,21,6,6,20,7,40
8746,Jet Airways,Kolkata,Banglore,1285,1.0,12121,24,5,17,0,14,25
8747,SpiceJet,Mumbai,Hyderabad,90,0.0,2017,6,5,5,45,7,15
8748,SpiceJet,Mumbai,Hyderabad,90,0.0,2647,15,6,5,45,7,15
8749,IndiGo,Delhi,Cochin,320,1.0,6147,12,6,17,5,22,25
8750,Jet Airways,Delhi,Cochin,600,2.0,14237,1,6,18,25,4,25
8751,Jet Airways,Kolkata,Banglore,730,1.0,13044,12,6,21,10,9,20
8752,Jet Airways,Delhi,Cochin,1005,1.0,15554,18,5,2,15,19,0
8753,SpiceJet,Banglore,Delhi,170,0.0,4423,9,4,9,30,12,20
8754,Air India,Delhi,Cochin,640,1.0,8372,6,6,21,0,7,40
8755,Jet Airways,Kolkata,Banglore,1655,1.0,10844,18,5,20,0,23,35
8756,Vistara,Kolkata,Banglore,1550,1.0,9555,18,5,17,0,18,50
8757,Air India,Delhi,Cochin,970,2.0,8839,15,5,17,15,9,25
8758,Air India,Kolkata,Banglore,1830,2.0,10151,6,5,12,0,18,30
8759,Air India,Kolkata,Banglore,1210,2.0,11432,12,5,9,25,5,35
8760,SpiceJet,Banglore,Delhi,170,0.0,4319,15,4,9,30,12,20
8761,Air India,Kolkata,Banglore,1830,2.0,9626,6,6,12,0,18,30
8762,Air India,Kolkata,Banglore,1615,1.0,10623,18,5,17,30,20,25
8763,Jet Airways,Delhi,Cochin,195,0.0,9564,18,4,11,0,14,15
8764,Jet Airways,Kolkata,Banglore,400,1.0,14781,9,5,14,5,20,45
8765,Jet Airways,Banglore,Delhi,180,0.0,7229,15,5,8,20,11,20
8766,IndiGo,Delhi,Cochin,480,1.0,5684,27,6,17,30,1,30
8767,Jet Airways,Kolkata,Banglore,1655,1.0,14388,18,5,5,45,9,20
8768,SpiceJet,Banglore,Delhi,170,0.0,5515,18,4,9,30,12,20
8769,Jet Airways,Kolkata,Banglore,1540,1.0,12692,9,6,20,25,22,5
8770,Jet Airways,Kolkata,Banglore,575,1.0,9314,1,5,9,35,19,10
8771,SpiceJet,Kolkata,Banglore,150,0.0,3873,15,6,17,10,19,40
8772,SpiceJet,Kolkata,Banglore,140,0.0,4807,21,4,22,20,0,40
8773,Multiple carriers,Delhi,Cochin,615,1.0,14848,27,6,9,0,19,15
8774,IndiGo,Delhi,Cochin,425,1.0,6171,24,4,5,5,12,10
8775,SpiceJet,Mumbai,Hyderabad,90,0.0,1965,24,6,13,15,14,45
8776,Jet Airways,Kolkata,Banglore,690,1.0,10539,12,6,9,35,21,5
8777,Air Asia,Banglore,Delhi,165,0.0,4483,1,6,11,10,13,55
8778,Multiple carriers,Delhi,Cochin,795,1.0,8371,27,3,6,0,19,15
8779,Jet Airways,Delhi,Cochin,870,1.0,15764,6,3,13,55,4,25
8780,Jet Airways,Kolkata,Banglore,425,1.0,10844,12,5,16,30,23,35
8781,Air India,Kolkata,Banglore,765,2.0,11642,18,5,16,50,5,35
8782,IndiGo,Banglore,Delhi,170,0.0,4423,12,4,4,0,6,50
8783,Vistara,Banglore,Delhi,170,0.0,4878,15,6,9,45,12,35
8784,SpiceJet,Mumbai,Hyderabad,90,0.0,2227,9,5,13,15,14,45
8785,Jet Airways,Kolkata,Banglore,1545,1.0,10844,15,5,16,30,18,15
8786,Air Asia,Kolkata,Banglore,150,0.0,4107,3,4,19,55,22,25
8787,Vistara,Kolkata,Banglore,1660,1.0,11262,24,3,7,10,10,50
8788,Jet Airways,Delhi,Cochin,1355,1.0,10262,3,6,14,0,12,35
8789,Jet Airways,Banglore,Delhi,175,0.0,4544,18,5,15,15,18,10
8790,Jet Airways,Banglore,Delhi,185,0.0,6144,24,5,18,55,22,0
8791,GoAir,Banglore,New Delhi,175,0.0,5706,15,3,7,45,10,40
8792,Jet Airways,Banglore,New Delhi,390,1.0,5853,15,3,5,50,12,20
8793,Jet Airways,Kolkata,Banglore,860,2.0,10118,21,5,6,30,20,50
8794,Air India,Kolkata,Banglore,1200,2.0,14687,1,5,9,25,5,25
8795,Multiple carriers,Delhi,Cochin,465,1.0,9254,27,5,11,30,19,15
8796,Jet Airways,Delhi,Cochin,1125,2.0,10368,1,6,9,40,4,25
8797,Jet Airways,Kolkata,Banglore,400,1.0,14571,6,6,14,5,20,45
8798,Jet Airways,Banglore,Delhi,175,0.0,7229,1,6,15,15,18,10
8799,IndiGo,Delhi,Cochin,860,1.0,6093,6,6,6,40,21,0
8800,Multiple carriers,Delhi,Cochin,780,1.0,16023,9,3,8,0,21,0
8801,IndiGo,Chennai,Kolkata,140,0.0,3597,6,6,14,45,17,5
8802,Jet Airways,Kolkata,Banglore,1015,1.0,8824,24,3,6,30,23,25
8803,IndiGo,Delhi,Cochin,345,1.0,7060,9,3,2,0,7,45
8804,Jet Airways,Kolkata,Banglore,1160,1.0,14231,24,3,13,55,9,15
8805,Jet Airways,Banglore,Delhi,185,0.0,4544,24,4,18,55,22,0
8806,Jet Airways,Delhi,Cochin,1665,1.0,16289,9,3,15,5,18,50
8807,IndiGo,Kolkata,Banglore,165,0.0,6565,3,3,10,10,12,55
8808,IndiGo,Chennai,Kolkata,140,0.0,3597,21,6,14,45,17,5
8809,Air India,Delhi,Cochin,765,1.0,7480,6,5,20,40,9,25
8810,Vistara,Kolkata,Banglore,1065,1.0,9922,12,5,17,0,10,45
8811,Jet Airways,Banglore,Delhi,180,0.0,7229,27,5,17,45,20,45
8812,Jet Airways,Delhi,Cochin,995,2.0,14300,15,6,20,0,12,35
8813,Jet Airways,Delhi,Cochin,1570,1.0,12242,27,3,2,15,4,25
8814,Multiple carriers,Delhi,Cochin,455,1.0,10678,24,6,11,25,19,0
8815,Multiple carriers,Delhi,Cochin,780,1.0,9450,27,5,8,0,21,0
8816,IndiGo,Kolkata,Banglore,160,0.0,4174,6,4,21,25,0,5
8817,Jet Airways,Banglore,Delhi,180,0.0,4544,6,4,7,10,10,10
8818,IndiGo,Kolkata,Banglore,280,1.0,5386,15,5,17,35,22,15
8819,Jet Airways,Delhi,Cochin,1430,2.0,15129,24,5,19,10,19,0
8820,IndiGo,Delhi,Cochin,490,1.0,6412,15,6,14,20,22,30
8821,Jet Airways,Delhi,Cochin,1760,2.0,15339,27,6,23,5,4,25
8822,Jet Airways,Banglore,New Delhi,165,0.0,7229,24,3,2,0,4,45
8823,Vistara,Banglore,Delhi,170,0.0,4878,1,6,9,45,12,35
8824,Air Asia,Kolkata,Banglore,155,0.0,3807,6,4,10,20,12,55
8825,Jet Airways,Delhi,Cochin,1145,1.0,12373,18,5,17,30,12,35
8826,Jet Airways,Kolkata,Banglore,570,1.0,14571,6,6,14,5,23,35
8827,Jet Airways,Delhi,Cochin,520,1.0,10262,12,6,19,45,4,25
8828,Jet Airways,Delhi,Cochin,1325,1.0,10577,9,6,20,55,19,0
